entity,cluster_id,source_path
org.apache.lucene.codecs.simpletext.SimpleTextCodec,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextCodec.java
org.apache.lucene.codecs.simpletext.SimpleTextCompoundFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextCompoundFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextDocValuesFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextDocValuesFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextDocValuesReader,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextDocValuesReader.java
org.apache.lucene.codecs.simpletext.SimpleTextDocValuesWriter,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextDocValuesWriter.java
org.apache.lucene.codecs.simpletext.SimpleTextFieldInfosFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextFieldInfosFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextFieldsReader,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextFieldsReader.java
org.apache.lucene.codecs.simpletext.SimpleTextFieldsWriter,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextFieldsWriter.java
org.apache.lucene.codecs.simpletext.SimpleTextKnnVectorsReader,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextKnnVectorsReader.java
org.apache.lucene.codecs.simpletext.SimpleTextKnnVectorsWriter,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextKnnVectorsWriter.java
org.apache.lucene.codecs.simpletext.SimpleTextLiveDocsFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextLiveDocsFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextNormsFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextNormsFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextPointsFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextPointsFormat.java
